date,unemployment_rate,jolts_job_openings_k,initial_jobless_claims_k,information_sector_emp_k,computer_math_emp_k,financial_emp_k,openings_per_unemployed,tech_emp_yoy_pct,claims_4w_avg
2024-11-02,4.2,7566.0,221000.0,2885.0,4463.0,9173.0,1801.429,-0.83,221500.0
2024-11-09,4.2,7566.0,218000.0,2885.0,4463.0,9173.0,1801.429,-0.62,219250.0
2024-11-16,4.2,7566.0,216000.0,2885.0,4463.0,9173.0,1801.429,-0.62,218500.0
2024-11-23,4.2,7566.0,219000.0,2885.0,4463.0,9173.0,1801.429,-0.62,218500.0
2024-11-30,4.2,7566.0,222000.0,2885.0,4463.0,9173.0,1801.429,-0.62,218750.0
2024-12-01,4.1,7295.0,222000.0,2895.0,4361.0,9179.0,1779.268,-0.28,219750.0
2024-12-07,4.1,7295.0,238000.0,2895.0,4361.0,9179.0,1779.268,0.28,225250.0
2024-12-14,4.1,7295.0,222000.0,2895.0,4361.0,9179.0,1779.268,0.28,226000.0
2024-12-21,4.1,7295.0,219000.0,2895.0,4361.0,9179.0,1779.268,0.28,225250.0
2024-12-28,4.1,7295.0,212000.0,2895.0,4361.0,9179.0,1779.268,0.28,222750.0
2025-01-01,4.0,7431.0,212000.0,2877.0,4478.0,9187.0,1857.75,-0.35,216250.0
2025-01-04,4.0,7431.0,206000.0,2877.0,4478.0,9187.0,1857.75,-0.28,212250.0
2025-01-11,4.0,7431.0,219000.0,2877.0,4478.0,9187.0,1857.75,-0.28,212250.0
2025-01-18,4.0,7431.0,223000.0,2877.0,4478.0,9187.0,1857.75,-0.28,215000.0
2025-01-25,4.0,7431.0,212000.0,2877.0,4478.0,9187.0,1857.75,-0.28,215000.0
2025-02-01,4.2,7242.0,220000.0,2876.0,4923.0,9199.0,1724.286,-0.31,218500.0
2025-02-08,4.2,7242.0,216000.0,2876.0,4923.0,9199.0,1724.286,-0.31,217750.0
2025-02-15,4.2,7242.0,223000.0,2876.0,4923.0,9199.0,1724.286,-0.66,217750.0
2025-02-22,4.2,7242.0,241000.0,2876.0,4923.0,9199.0,1724.286,-0.66,225000.0
2025-03-01,4.2,6952.0,224000.0,2867.0,4771.0,9201.0,1655.238,-0.97,226000.0
2025-03-08,4.2,6952.0,222000.0,2867.0,4771.0,9201.0,1655.238,-0.97,227500.0
2025-03-15,4.2,6952.0,225000.0,2867.0,4771.0,9201.0,1655.238,-0.97,228000.0
2025-03-22,4.2,6952.0,224000.0,2867.0,4771.0,9201.0,1655.238,-0.35,223750.0
2025-03-29,4.2,6952.0,220000.0,2867.0,4771.0,9201.0,1655.238,-0.35,222750.0
2025-04-01,4.2,7098.0,220000.0,2865.0,4686.0,9205.0,1690.0,-0.42,222250.0
2025-04-05,4.2,7098.0,223000.0,2865.0,4686.0,9205.0,1690.0,-0.42,221750.0
2025-04-12,4.2,7098.0,217000.0,2865.0,4686.0,9205.0,1690.0,-0.42,220000.0
2025-04-19,4.2,7098.0,224000.0,2865.0,4686.0,9205.0,1690.0,-0.38,221000.0
2025-04-26,4.2,7098.0,239000.0,2865.0,4686.0,9205.0,1690.0,-0.38,225750.0
2025-05-01,4.3,7310.0,239000.0,2864.0,4624.0,9211.0,1700.0,-0.42,229750.0
2025-05-03,4.3,7310.0,228000.0,2864.0,4624.0,9211.0,1700.0,-0.42,232500.0
2025-05-10,4.3,7310.0,226000.0,2864.0,4624.0,9211.0,1700.0,-0.1,233000.0
2025-05-17,4.3,7310.0,225000.0,2864.0,4624.0,9211.0,1700.0,-0.1,229500.0
2025-05-24,4.3,7310.0,236000.0,2864.0,4624.0,9211.0,1700.0,-0.1,228750.0
2025-05-31,4.3,7310.0,244000.0,2864.0,4624.0,9211.0,1700.0,-0.1,232750.0
2025-06-01,4.1,7204.0,244000.0,2863.0,4473.0,9204.0,1757.073,-0.14,237250.0
2025-06-07,4.1,7204.0,246000.0,2863.0,4473.0,9204.0,1757.073,-0.07,242500.0
2025-06-14,4.1,7204.0,243000.0,2863.0,4473.0,9204.0,1757.073,-0.07,244250.0
2025-06-21,4.1,7204.0,236000.0,2863.0,4473.0,9204.0,1757.073,-0.07,242250.0
2025-06-28,4.1,7204.0,231000.0,2863.0,4473.0,9204.0,1757.073,-0.07,239000.0
2025-07-01,4.3,7089.0,231000.0,2861.0,4689.0,9204.0,1648.605,-0.14,235250.0
2025-07-05,4.3,7089.0,228000.0,2861.0,4689.0,9204.0,1648.605,-0.1,231500.0
2025-07-12,4.3,7089.0,221000.0,2861.0,4689.0,9204.0,1648.605,-0.1,227750.0
2025-07-19,4.3,7089.0,218000.0,2861.0,4689.0,9204.0,1648.605,-0.1,224500.0
2025-07-26,4.3,7089.0,219000.0,2861.0,4689.0,9204.0,1648.605,-0.1,221500.0
2025-08-01,4.3,6919.0,219000.0,2860.0,4755.0,9185.0,1609.07,-0.14,219250.0
2025-08-02,4.3,6919.0,226000.0,2860.0,4755.0,9185.0,1609.07,-0.14,220500.0
2025-08-09,4.3,6919.0,224000.0,2860.0,4755.0,9185.0,1609.07,-0.1,222000.0
2025-08-16,4.3,6919.0,233000.0,2860.0,4755.0,9185.0,1609.07,-0.1,225500.0
2025-08-23,4.3,6919.0,229000.0,2860.0,4755.0,9185.0,1609.07,-0.1,228000.0
2025-08-30,4.3,6919.0,236000.0,2860.0,4755.0,9185.0,1609.07,-0.1,230500.0
2025-09-01,4.4,7169.0,236000.0,2859.0,4594.0,9189.0,1629.318,-0.14,233500.0
2025-09-06,4.4,7169.0,259000.0,2859.0,4594.0,9189.0,1629.318,-0.07,240000.0
2025-09-13,4.4,7169.0,233000.0,2859.0,4594.0,9189.0,1629.318,-0.07,241000.0
2025-09-20,4.4,7169.0,219000.0,2859.0,4594.0,9189.0,1629.318,-0.07,236750.0
2025-09-27,4.4,7169.0,225000.0,2859.0,4594.0,9189.0,1629.318,-0.07,234000.0
2025-10-01,4.4,7170.0,225000.0,2853.0,4594.0,9184.0,1629.545,-0.28,225500.0
2025-10-04,4.4,7170.0,233000.0,2853.0,4594.0,9184.0,1629.545,-0.24,225500.0
2025-10-11,4.4,7170.0,222000.0,2853.0,4594.0,9184.0,1629.545,-0.24,226250.0
2025-10-18,4.4,7170.0,231000.0,2853.0,4594.0,9184.0,1629.545,-0.24,227750.0
2025-10-25,4.4,7170.0,221000.0,2853.0,4594.0,9184.0,1629.545,-0.24,226750.0
2025-11-01,4.5,6846.0,228000.0,2848.0,5487.0,9185.0,1521.333,-0.42,225500.0
2025-11-08,4.5,6846.0,228000.0,2848.0,5487.0,9185.0,1521.333,-0.42,227000.0
2025-11-15,4.5,6846.0,222000.0,2848.0,5487.0,9185.0,1521.333,-0.38,224750.0
2025-11-22,4.5,6846.0,218000.0,2848.0,5487.0,9185.0,1521.333,-0.38,224000.0
2025-11-29,4.5,6846.0,216000.0,2848.0,5487.0,9185.0,1521.333,-0.38,221000.0
2025-12-01,4.4,6550.0,216000.0,2842.0,5341.0,9186.0,1488.636,-0.59,218000.0
2025-12-06,4.4,6550.0,235000.0,2842.0,5341.0,9186.0,1488.636,-0.59,221250.0
2025-12-13,4.4,6550.0,224000.0,2842.0,5341.0,9186.0,1488.636,-0.39,222750.0
2025-12-20,4.4,6550.0,215000.0,2842.0,5341.0,9186.0,1488.636,-0.39,222500.0
2025-12-27,4.4,6550.0,203000.0,2842.0,5341.0,9186.0,1488.636,-0.39,219250.0
2026-01-01,4.3,7240.0,203000.0,2815.0,4873.0,9147.0,1683.721,-1.33,211250.0
2026-01-03,4.3,7240.0,207000.0,2815.0,4873.0,9147.0,1683.721,-1.33,207000.0
2026-01-10,4.3,7240.0,201000.0,2815.0,4873.0,9147.0,1683.721,-1.16,203500.0
2026-01-17,4.3,7240.0,210000.0,2815.0,4873.0,9147.0,1683.721,-1.16,205250.0
2026-01-24,4.3,7240.0,211000.0,2815.0,4873.0,9147.0,1683.721,-1.16,207250.0
2026-01-31,4.3,7240.0,230000.0,2815.0,4873.0,9147.0,1683.721,-1.16,213000.0
2026-02-01,4.4,6882.0,230000.0,2794.0,4396.0,9149.0,1564.091,-1.9,220250.0
2026-02-07,4.4,6882.0,230000.0,2794.0,4396.0,9149.0,1564.091,-1.69,225250.0
2026-02-14,4.4,6882.0,208000.0,2794.0,4396.0,9149.0,1564.091,-1.69,224500.0
2026-02-21,4.4,6882.0,211000.0,2794.0,4396.0,9149.0,1564.091,-1.69,219750.0
2026-02-28,4.4,6882.0,214000.0,2794.0,4396.0,9149.0,1564.091,-1.69,215750.0
2026-03-01,4.3,6882.0,214000.0,2791.0,4497.0,9134.0,1600.465,-1.79,211750.0
2026-03-07,4.3,6882.0,213000.0,2791.0,4497.0,9134.0,1600.465,-0.85,213000.0
2026-03-14,4.3,6882.0,205000.0,2791.0,4497.0,9134.0,1600.465,-0.85,211500.0
2026-03-21,4.3,6882.0,211000.0,2791.0,4497.0,9134.0,1600.465,-0.85,210750.0
2026-03-28,4.3,6882.0,203000.0,2791.0,4497.0,9134.0,1600.465,-0.85,208000.0
2026-04-04,4.3,6882.0,218000.0,2791.0,4497.0,9134.0,1600.465,-0.85,209250.0
2026-04-11,4.3,6882.0,207000.0,2791.0,4497.0,9134.0,1600.465,-0.85,209750.0
